"Tiempo","Frecuencia (Hz)","ESTACION","FECHA DE SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"01/05/2025  17:17:40,585","    98900000"," ","05/01/2024  13:44:39,000","R","  56,7","      331250","          24","       49986",
"01/05/2025  17:17:40,585","    99100000"," ","05/01/2024  13:44:39,000","R","  35,0","      491250","        -634","       49975",
"01/05/2025  17:17:40,585","    99300000"," ","05/01/2024  13:44:39,000","R","  48,1","      482812","         384","       49974",
"01/05/2025  17:17:40,585","    99500000"," ","05/01/2024  13:44:39,000","R","  35,6","      474687","       12274","       49983",
"01/05/2025  17:17:40,585","    99700000"," ","05/01/2024  13:44:39,000","R","  36,5","      497812","         792","       49974",
"01/05/2025  17:17:40,585","    99900000"," ","05/01/2024  13:44:39,000","R","  37,1","      342500","        1497","       49990",
"01/05/2025  17:17:40,585","   100100000"," ","05/01/2024  13:44:39,000","R","  55,2","      331562","         668","       49974",
"01/05/2025  17:17:40,585","   100300000"," ","05/01/2024  13:44:39,000","R","  39,0","      470000","         292","       49974",
"01/05/2025  17:17:40,585","   100500000"," ","05/01/2024  13:44:39,000","R","  42,7","      491875","        1003","       49975",
"01/05/2025  17:17:40,585","   100700000"," ","05/01/2024  13:44:39,000","R","  35,4","       89375","       -1245","       49975",
"01/05/2025  17:17:40,585","   100900000","ZT RADIO LA RUMBERA","01/03/2021  13:44:39,000","R","  71,9","       70937","         -29","       24686",
"01/05/2025  17:17:40,585","   101100000"," ","05/01/2024  13:44:39,000","R","  39,3","       66250","        -222","       49974",
"01/05/2025  17:17:40,585","   101300000","LUCA RADIO 101.3","04/03/2021  13:44:39,000","M","  44,6","      480625","        1747","       49975",
"01/05/2025  17:17:40,585","   101500000"," ","05/01/2024  13:44:39,000","R","  34,9","      494375","         200","       49974",
"01/05/2025  17:17:40,585","   101700000"," ","05/01/2024  13:44:39,000","R","  40,1","      491562","         248","       49974",
"01/05/2025  17:17:40,585","   101900000"," ","05/01/2024  13:44:39,000","R","  37,2","      475312","       -1233","       49975",
"01/05/2025  17:17:40,585","   102100000"," ","05/01/2024  13:44:39,000","R","  44,1","      465312","        2357","       20760",
"01/05/2025  17:17:40,585","   102300000"," ","05/01/2024  13:44:39,000","R","  34,4","      492187","        -135","       49986",
"01/05/2025  17:17:40,585","   102500000"," ","05/01/2024  13:44:39,000","R","  43,6","      476250","         -93","       49974",
"01/05/2025  17:17:40,585","   102700000"," ","05/01/2024  13:44:39,000","R","  35,2","      490937","        -414","       49974",
"01/05/2025  17:17:40,585","   102900000"," ","05/01/2024  13:44:39,000","R","  35,0","      495000","          80","       49974",
"01/05/2025  17:17:40,585","   103100000"," ","05/01/2024  13:44:39,000","R","  36,6","      495312","        -227","       49974",
"01/05/2025  17:17:40,585","   103300000"," ","05/01/2024  13:44:39,000","R","  39,0","      493750","         -44","       49974",
"01/05/2025  17:17:40,585","   103500000"," ","05/01/2024  13:44:39,000","R","  33,6","      486875","         272","       49984",
"01/05/2025  17:17:40,585","   103700000"," ","05/01/2024  13:44:39,000","R","  47,4","      430312","        2684","       49975",
"01/05/2025  17:17:40,585","   103900000"," ","05/01/2024  13:44:39,000","R","  41,8","      144375","        4168","       49975",
"01/05/2025  17:17:40,585","   104100000","INTEGRACION FM","17/10/1994  13:44:39,000","M","  80,5","      169687","       -1162","       49979",
"01/05/2025  17:17:40,585","   104300000"," ","05/01/2024  13:44:39,000","R","  35,9","      136875","       -3958","       49975",
"01/05/2025  17:17:40,585","   104500000"," ","05/01/2024  13:44:39,000","R","  42,5","      433437","        -302","       49974",
"01/05/2025  17:17:40,585","   104700000"," ","05/01/2024  13:44:39,000","R","  34,1","      497187","        -151","       49984",
"01/05/2025  17:17:40,585","   104900000"," ","05/01/2024  13:44:39,000","R","  42,8","      472500","          41","       49986",
"01/05/2025  17:17:40,585","   105100000"," ","05/01/2024  13:44:39,000","R","  33,1","      441875","        -783","       49975",
"01/05/2025  17:17:40,585","   105300000","PUBLICA FM","27/11/2015  13:44:39,000","R","  54,5","      163750","        1407","       49975",
"01/05/2025  17:17:40,585","   105500000"," ","05/01/2024  13:44:39,000","R","  34,3","      474062","          61","       49974",
"01/05/2025  17:17:40,585","   105700000"," ","05/01/2024  13:44:39,000","R","  41,1","      476562","         114","       49974",
"01/05/2025  17:17:40,585","   105900000"," ","05/01/2024  13:44:39,000","R","  51,5","      475937","        4185","       49996",
"01/05/2025  17:17:40,585","   106100000"," ","05/01/2024  13:44:39,000","R","  55,7","      468437","        -182","       49974",
"01/05/2025  17:17:40,585","   106300000"," ","05/01/2024  13:44:39,000","R","  55,4","      462187","       -5992","       49976",
"01/05/2025  17:17:40,585","   106500000"," ","05/01/2024  13:44:39,000","R","  41,7","      487187","        -410","       49974",
"01/05/2025  17:17:40,585","   106700000"," ","05/01/2024  13:44:39,000","R","  34,9","      117187","         818","       49992",
"01/05/2025  17:17:40,585","   106900000","ZETA","25/02/2021  13:44:39,000","M","  95,8","      125312","         446","       49974",
"01/05/2025  17:17:40,585","   107300000"," ","05/01/2024  13:44:39,000","R","  40,8","      488750","         -22","       49994",
"01/05/2025  17:17:40,585","   107500000"," ","05/01/2024  13:44:39,000","R","  39,4","      491250","       -2682","       49985",
"01/05/2025  17:17:40,585","   107700000"," ","05/01/2024  13:44:39,000","R","  38,7","      495000","          94","       49974",
"01/05/2025  17:17:40,585","   107900000"," ","05/01/2024  13:44:39,000","R","  34,5","      492187","         885","       49974",
"01/05/2025  17:17:40,585","   108000000"," ","05/01/2024  13:44:39,000","R","  42,3","      486250","        3402","       49983",
"02/05/2025  7:15:05,428","    88100000"," ","05/01/2024  13:44:39,000","R","  46,8","      479062","         737","       49974",
"02/05/2025  7:15:05,428","    88300000"," ","05/01/2024  13:44:39,000","R","  41,2","      480000","         -40","       49974",
"02/05/2025  7:15:05,428","    88500000","RADIO SONORAMA FM","04/03/2021  13:44:39,000","R","  56,2","      465937","         -66","        7892",
"02/05/2025  7:15:05,428","    88700000"," ","05/01/2024  13:44:39,000","R","  44,4","         625","        -202","       49974",
"02/05/2025  7:15:05,428","    88900000","LA RADIO DE LA ASAMBLEA NACIONA","24/01/2022  13:44:39,000","R","  86,7","         625","         -69","         122",
"02/05/2025  7:15:05,428","    90100000","RADIO ONDA MUNICIPAL FM","07/02/2018  13:44:39,000","M"," 102,1","      109062","         637","       49974",
"02/05/2025  7:15:05,428","    90300000"," ","05/01/2024  13:44:39,000","R","  45,3","      102812","       -2378","       49975",
"02/05/2025  7:15:05,428","    90500000"," ","05/01/2024  13:44:39,000","R","  38,6","      493125","        -643","       49975",
"02/05/2025  7:15:05,428","    90700000"," ","05/01/2024  13:44:39,000","R","  41,6","      495000","         267","       49974",
"02/05/2025  7:15:05,428","    90900000"," ","05/01/2024  13:44:39,000","R","  41,1","      491562","        -155","       49974",
"02/05/2025  7:15:05,428","    91100000"," ","05/01/2024  13:44:39,000","R","  39,4","      496562","          -9","       49974",
"02/05/2025  7:15:05,428","    91300000"," ","05/01/2024  13:44:39,000","R","  42,8","      485625","        -203","       49974",
"02/05/2025  7:15:05,428","    91500000"," ","05/01/2024  13:44:39,000","R","  40,3","      493125","           6","       49974",
"02/05/2025  7:15:05,428","    91700000"," ","05/01/2024  13:44:39,000","R","  42,2","      488437","        -440","       49974",
"02/05/2025  7:15:05,428","    91900000"," ","05/01/2024  13:44:39,000","R","  52,5","      122812","        8046","       49976",
"02/05/2025  7:15:05,428","    92100000","AMAZONAS FM","03/03/2021  13:44:39,000","R","  93,0","      142187","         745","       49973",
"02/05/2025  7:15:05,428","    92300000"," ","05/01/2024  13:44:39,000","R","  41,6","      121250","       -6949","       49976",
"02/05/2025  7:15:05,428","    92500000"," ","05/01/2024  13:44:39,000","R","  49,1","      462500","         442","       49978",
"02/05/2025  7:15:05,428","    92700000"," ","05/01/2024  13:44:39,000","R","  36,6","      492500","        -440","       49974",
"02/05/2025  7:15:05,428","    92900000"," ","05/01/2024  13:44:39,000","R","  43,1","      491562","         258","       49974",
"02/05/2025  7:15:05,428","    93100000"," ","05/01/2024  13:44:39,000","R","  36,2","      495625","          29","       49974",
"02/05/2025  7:15:05,428","    93300000"," ","05/01/2024  13:44:39,000","R","  42,2","      493125","         308","       49986",
"02/05/2025  7:15:05,428","    93500000"," ","05/01/2024  13:44:39,000","R","  38,0","      495000","          40","       49974",
"02/05/2025  7:15:05,428","    93700000"," ","05/01/2024  13:44:39,000","R","  46,1","      471562","          84","       49974",
"02/05/2025  7:15:05,428","    93900000"," ","05/01/2024  13:44:39,000","R","  37,0","      491875","        -155","       49974",
"02/05/2025  7:15:05,428","    94100000"," ","05/01/2024  13:44:39,000","R","  38,6","      497812","         326","       49974",
"02/05/2025  7:15:05,428","    94300000"," ","05/01/2024  13:44:39,000","R","  39,0","      121875","        1223","       49979",
"02/05/2025  7:15:05,428","    94500000","LA KARIBEÑA","14/03/2022  13:44:39,000","R","  84,0","      141562","        -240","       49974",
"02/05/2025  7:15:05,428","    94700000"," ","05/01/2024  13:44:39,000","R","  38,1","      121875","       -1778","       49975",
"02/05/2025  7:15:05,428","    94900000"," ","05/01/2024  13:44:39,000","R","  42,3","      494062","        1242","       49975",
"02/05/2025  7:15:05,428","    95100000"," ","05/01/2024  13:44:39,000","R","  37,3","      496250","         548","       49974",
"02/05/2025  7:15:05,428","    95300000"," ","05/01/2024  13:44:39,000","R","  41,9","      485937","        -212","       49986",
"02/05/2025  7:15:05,428","    95500000"," ","05/01/2024  13:44:39,000","R","  34,4","       38125","        -477","       49974",
"02/05/2025  7:15:05,428","    95700000","RADIO ROMÁNTICA FM","14/07/2017  13:44:39,000","R","  86,3","       38437","        -161","        5467",
"02/05/2025  7:15:05,428","    95900000"," ","05/01/2024  13:44:39,000","R","  40,0","       38437","         587","       49974",
"02/05/2025  7:15:05,428","    96100000"," ","05/01/2024  13:44:39,000","R","  53,1","      388125","        -168","       49974",
"02/05/2025  7:15:05,428","    96300000"," ","05/01/2024  13:44:39,000","R","  36,5","      457500","         631","       49974",
"02/05/2025  7:15:05,428","    96500000"," ","05/01/2024  13:44:39,000","R","  37,9","      497812","         306","       49982",
"02/05/2025  7:15:05,428","    96700000"," ","05/01/2024  13:44:39,000","R","  35,4","      482187","         230","       49974",
"02/05/2025  7:15:05,428","    96900000"," ","05/01/2024  13:44:39,000","R","  47,9","      429687","         241","       49974",
"02/05/2025  7:15:05,428","    97100000"," ","05/01/2024  13:44:39,000","R","  35,3","      479375","        -229","       49974",
"02/05/2025  7:15:05,428","    97300000"," ","05/01/2024  13:44:39,000","R","  36,1","      497812","         -40","       49974",
"02/05/2025  7:15:05,428","    97500000"," ","05/01/2024  13:44:39,000","R","  35,6","      489375","        -122","       49974",
"02/05/2025  7:15:05,428","    97700000"," ","05/01/2024  13:44:39,000","R","  44,7","       84375","          36","       49974",
"02/05/2025  7:15:05,428","    97900000"," ","05/01/2024  13:44:39,000","R","  70,8","      175937","        7822","       49976",
"02/05/2025  7:15:05,428","    98100000","RADIO PODOCARPUS","04/03/2021  13:45:39,000","M"," 103,0","      295625","        -110","       49974",
"02/05/2025  7:15:05,428","    98300000"," ","05/01/2024  13:44:39,000","R","  42,3","      181562","       -3783","       49983",
"02/05/2025  7:15:05,428","    98500000"," ","05/01/2024  13:44:39,000","R","  38,7","       61562","         474","       49980",
"02/05/2025  7:15:05,428","    98700000"," ","05/01/2024  13:44:39,000","R","  35,1","      373750","        -188","       49974",
"02/05/2025  7:15:05,428","    98900000"," ","05/01/2024  13:44:39,000","R","  56,7","      379062","         477","       49974",
"02/05/2025  7:15:05,428","    99100000"," ","05/01/2024  13:44:39,000","R","  34,6","      490937","        -252","       49978",
"02/05/2025  7:15:05,428","    99300000"," ","05/01/2024  13:44:39,000","R","  47,0","      471250","           6","       49974",
"02/05/2025  7:15:05,428","    99500000"," ","05/01/2024  13:44:39,000","R","  33,9","      472500","        3115","       49989",
"02/05/2025  7:15:05,428","    99700000"," ","05/01/2024  13:44:39,000","R","  38,6","      498125","         374","       49974",
"02/05/2025  7:15:05,428","    99900000"," ","05/01/2024  13:44:39,000","R","  35,8","      309687","        1034","       49971",
"02/05/2025  7:15:05,428","   100100000"," ","05/01/2024  13:44:39,000","R","  56,2","      369687","         368","       49974",
"02/05/2025  7:15:05,428","   100300000"," ","05/01/2024  13:44:39,000","R","  34,2","      479375","         -93","       49974",
